x,u(x)
4.99499499499500e-01,4.93751422751143e-01
5.00500500500501e-01,4.92817914394017e-01
5.01501501501502e-01,4.91883734257627e-01
5.02502502502503e-01,4.90948889032946e-01
5.03503503503503e-01,4.90013385344303e-01
5.04504504504504e-01,4.89077229750052e-01
5.05505505505506e-01,4.88140428743220e-01
5.06506506506507e-01,4.87202988752168e-01
5.07507507507508e-01,4.86264916141227e-01
5.08508508508508e-01,4.85326217211339e-01
5.09509509509509e-01,4.84386898200689e-01
5.10510510510511e-01,4.83446965285329e-01
5.11511511511512e-01,4.82506424579798e-01
5.12512512512513e-01,4.81565282137731e-01
5.13513513513513e-01,4.80623543952470e-01
5.14514514514514e-01,4.79681215957665e-01
5.15515515515516e-01,4.78738304027862e-01
5.16516516516517e-01,4.77794813979099e-01
5.17517517517518e-01,4.76850751569485e-01
5.18518518518518e-01,4.75906122499779e-01
5.19519519519519e-01,4.74960932413957e-01
5.20520520520521e-01,4.74015186899784e-01
5.21521521521522e-01,4.73068891489369e-01
5.22522522522523e-01,4.72122051659719e-01
5.23523523523523e-01,4.71174672833294e-01
5.24524524524524e-01,4.70226760378540e-01
5.25525525525526e-01,4.69278319610439e-01
5.26526526526527e-01,4.68329355791031e-01
5.27527527527528e-01,4.67379874129946e-01
5.28528528528528e-01,4.66429879784929e-01
5.29529529529529e-01,4.65479377862350e-01
5.30530530530531e-01,4.64528373417721e-01
5.31531531531532e-01,4.63576871456199e-01
5.32532532532533e-01,4.62624876933092e-01
5.33533533533533e-01,4.61672394754349e-01
5.34534534534534e-01,4.60719429777060e-01
5.35535535535536e-01,4.59765986809933e-01
5.36536536536537e-01,4.58812070613785e-01
5.37537537537538e-01,4.57857685902013e-01
5.38538538538539e-01,4.56902837341069e-01
5.39539539539539e-01,4.55947529550925e-01
5.40540540540541e-01,4.54991767105540e-01
5.41541541541542e-01,4.54035554533314e-01
5.42542542542543e-01,4.53078896317547e-01
5.43543543543544e-01,4.52121796896880e-01
5.44544544544544e-01,4.51164260665750e-01
5.45545545545546e-01,4.50206291974821e-01
5.46546546546547e-01,4.49247895131427e-01
5.47547547547548e-01,4.48289074399998e-01
5.48548548548549e-01,4.47329834002493e-01
5.49549549549550e-01,4.46370178118817e-01
5.50550550550551e-01,4.45410110887244e-01
5.51551551551552e-01,4.44449636404831e-01
5.52552552552553e-01,4.43488758727828e-01
5.53553553553554e-01,4.42527481872083e-01
5.54554554554555e-01,4.41565809813448e-01
5.55555555555556e-01,4.40603746488173e-01
5.56556556556557e-01,4.39641295793304e-01
5.57557557557558e-01,4.38678461587073e-01
5.58558558558559e-01,4.37715247689281e-01
5.59559559559560e-01,4.36751657881685e-01
5.60560560560561e-01,4.35787695908377e-01
5.61561561561562e-01,4.34823365476154e-01
5.62562562562563e-01,4.33858670254897e-01
5.63563563563564e-01,4.32893613877931e-01
5.64564564564565e-01,4.31928199942396e-01
5.65565565565566e-01,4.30962432009602e-01
5.66566566566567e-01,4.29996313605388e-01
5.67567567567568e-01,4.29029848220478e-01
5.68568568568569e-01,4.28063039310825e-01
5.69569569569570e-01,4.27095890297962e-01
5.70570570570571e-01,4.26128404569344e-01
5.71571571571572e-01,4.25160585478684e-01
5.72572572572573e-01,4.24192436346294e-01
5.73573573573574e-01,4.23223960459416e-01
5.74574574574575e-01,4.22255161072549e-01
5.75575575575576e-01,4.21286041407778e-01
5.76576576576577e-01,4.20316604655094e-01
5.77577577577578e-01,4.19346853972719e-01
5.78578578578579e-01,4.18376792487416e-01
5.79579579579580e-01,4.17406423294805e-01
5.80580580580581e-01,4.16435749459676e-01
5.81581581581582e-01,4.15464774016290e-01
5.82582582582583e-01,4.14493499968690e-01
5.83583583583584e-01,4.13521930290996e-01
5.84584584584585e-01,4.12550067927706e-01
5.85585585585586e-01,4.11577915793992e-01
5.86586586586587e-01,4.10605476775990e-01
5.87587587587588e-01,4.09632753731087e-01
5.88588588588589e-01,4.08659749488215e-01
5.89589589589590e-01,4.07686466848127e-01
5.90590590590591e-01,4.06712908583680e-01
5.91591591591592e-01,4.05739077440114e-01
5.92592592592593e-01,4.04764976135325e-01
5.93593593593594e-01,4.03790607360142e-01
5.94594594594595e-01,4.02815973778588e-01
5.95595595595596e-01,4.01841078028155e-01
5.96596596596597e-01,4.00865922720067e-01
5.97597597597598e-01,3.99890510439537e-01
5.98598598598599e-01,3.98914843746029e-01
5.99599599599600e-01,3.97938925173518e-01
6.00600600600601e-01,3.96962757230737e-01
6.01601601601602e-01,3.95986342401433e-01
6.02602602602603e-01,3.95009683144614e-01
6.03603603603604e-01,3.94032781894799e-01
6.04604604604605e-01,3.93055641062254e-01
6.05605605605606e-01,3.92078263033243e-01
6.06606606606607e-01,3.91100650170261e-01
6.07607607607608e-01,3.90122804812272e-01
6.08608608608609e-01,3.89144729274944e-01
6.09609609609610e-01,3.88166425850881e-01
6.10610610610611e-01,3.87187896809852e-01
6.11611611611612e-01,3.86209144399019e-01
6.12612612612613e-01,3.85230170843164e-01
6.13613613613614e-01,3.84250978344906e-01
6.14614614614615e-01,3.83271569084930e-01
6.15615615615616e-01,3.82291945222199e-01
6.16616616616617e-01,3.81312108894172e-01
6.17617617617618e-01,3.80332062217021e-01
6.18618618618619e-01,3.79351807285838e-01
6.19619619619620e-01,3.78371346174849e-01
6.20620620620621e-01,3.77390680937622e-01
6.21621621621622e-01,3.76409813607270e-01
6.22622622622623e-01,3.75428746196654e-01
6.23623623623624e-01,3.74447480698591e-01
6.24624624624625e-01,3.73466019086046e-01
6.25625625625626e-01,3.72484363312334e-01
6.26626626626627e-01,3.71502515311316e-01
6.27627627627628e-01,3.70520476997591e-01
6.28628628628629e-01,3.69538250266686e-01
6.29629629629630e-01,3.68555836995253e-01
6.30630630630631e-01,3.67573239041248e-01
6.31631631631632e-01,3.66590458244125e-01
6.32632632632633e-01,3.65607496425015e-01
6.33633633633634e-01,3.64624355386911e-01
6.34634634634635e-01,3.63641036914848e-01
6.35635635635636e-01,3.62657542776081e-01
6.36636636636637e-01,3.61673874720264e-01
6.37637637637638e-01,3.60690034479625e-01
6.38638638638639e-01,3.59706023769137e-01
6.39639639639640e-01,3.58721844286694e-01
6.40640640640641e-01,3.57737497713277e-01
6.41641641641642e-01,3.56752985713124e-01
6.42642642642643e-01,3.55768309933899e-01
6.43643643643644e-01,3.54783472006854e-01
6.44644644644645e-01,3.53798473546994e-01
6.45645645645646e-01,3.52813316153237e-01
6.46646646646647e-01,3.51828001408578e-01
6.47647647647648e-01,3.50842530880243e-01
6.48648648648649e-01,3.49856906119850e-01
6.49649649649650e-01,3.48871128663562e-01
6.50650650650651e-01,3.47885200032242e-01
6.51651651651652e-01,3.46899121731605e-01
6.52652652652653e-01,3.45912895252368e-01
6.53653653653654e-01,3.44926522070402e-01
6.54654654654655e-01,3.43940003646877e-01
6.55655655655656e-01,3.42953341428411e-01
6.56656656656657e-01,3.41966536847211e-01
6.57657657657658e-01,3.40979591321222e-01
6.58658658658659e-01,3.39992506254264e-01
6.59659659659660e-01,3.39005283036177e-01
6.60660660660661e-01,3.38017923042956e-01
6.61661661661662e-01,3.37030427636891e-01
6.62662662662663e-01,3.36042798166706e-01
6.63663663663664e-01,3.35055035967689e-01
6.64664664664665e-01,3.34067142361829e-01
6.65665665665666e-01,3.33079118657949e-01
6.66666666666667e-01,3.32090966151835e-01
6.67667667667668e-01,3.31102686126367e-01
6.68668668668669e-01,3.30114279851648e-01
6.69669669669670e-01,3.29125748585129e-01
6.70670670670671e-01,3.28137093571739e-01
6.71671671671672e-01,3.27148316044006e-01
6.72672672672673e-01,3.26159417222182e-01
6.73673673673674e-01,3.25170398314366e-01
6.74674674674675e-01,3.24181260516623e-01
6.75675675675676e-01,3.23192005013106e-01
6.76676676676677e-01,3.22202632976174e-01
6.77677677677678e-01,3.21213145566508e-01
6.78678678678679e-01,3.20223543933230e-01
6.79679679679680e-01,3.19233829214016e-01
6.80680680680681e-01,3.18244002535210e-01
6.81681681681682e-01,3.17254065011938e-01
6.82682682682683e-01,3.16264017748219e-01
6.83683683683684e-01,3.15273861837078e-01
6.84684684684685e-01,3.14283598360650e-01
6.85685685685686e-01,3.13293228390295e-01
6.86686686686687e-01,3.12302752986699e-01
6.87687687687688e-01,3.11312173199986e-01
6.88688688688689e-01,3.10321490069819e-01
6.89689689689690e-01,3.09330704625508e-01
6.90690690690691e-01,3.08339817886110e-01
6.91691691691692e-01,3.07348830860530e-01
6.92692692692693e-01,3.06357744547627e-01
6.93693693693694e-01,3.05366559936311e-01
6.94694694694695e-01,3.04375278005641e-01
6.95695695695696e-01,3.03383899724925e-01
6.96696696696697e-01,3.02392426053818e-01
6.97697697697698e-01,3.01400857942414e-01
6.98698698698699e-01,3.00409196331346e-01
6.99699699699700e-01,2.99417442151879e-01
7.00700700700701e-01,2.98425596326000e-01
7.01701701701702e-01,2.97433659766516e-01
7.02702702702703e-01,2.96441633377138e-01
7.03703703703704e-01,2.95449518052581e-01
7.04704704704705e-01,2.94457314678645e-01
7.05705705705706e-01,2.93465024132309e-01
7.06706706706707e-01,2.92472647281816e-01
7.07707707707708e-01,2.91480184986763e-01
7.08708708708709e-01,2.90487638098185e-01
7.09709709709710e-01,2.89495007458638e-01
7.10710710710711e-01,2.88502293902289e-01
7.11711711711712e-01,2.87509498254996e-01
7.12712712712713e-01,2.86516621334391e-01
7.13713713713714e-01,2.85523663949962e-01
7.14714714714715e-01,2.84530626903136e-01
7.15715715715716e-01,2.83537510987355e-01
7.16716716716717e-01,2.82544316988161e-01
7.17717717717718e-01,2.81551045683270e-01
7.18718718718719e-01,2.80557697842653e-01
7.19719719719720e-01,2.79564274228611e-01
7.20720720720721e-01,2.78570775595855e-01
7.21721721721722e-01,2.77577202691575e-01
7.22722722722723e-01,2.76583556255523e-01
7.23723723723724e-01,2.75589837020079e-01
7.24724724724725e-01,2.74596045710332e-01
7.25725725725726e-01,2.73602183044148e-01
7.26726726726727e-01,2.72608249732241e-01
7.27727727727728e-01,2.71614246478248e-01
7.28728728728729e-01,2.70620173978799e-01
7.29729729729730e-01,2.69626032923583e-01
7.30730730730731e-01,2.68631823995421e-01
7.31731731731732e-01,2.67637547870332e-01
7.32732732732733e-01,2.66643205217604e-01
7.33733733733734e-01,2.65648796699856e-01
7.34734734734735e-01,2.64654322973109e-01
7.35735735735736e-01,2.63659784686850e-01
7.36736736736737e-01,2.62665182484097e-01
7.37737737737738e-01,2.61670517001462e-01
7.38738738738739e-01,2.60675788869218e-01
7.39739739739740e-01,2.59680998711361e-01
7.40740740740741e-01,2.58686147145669e-01
7.41741741741742e-01,2.57691234783770e-01
7.42742742742743e-01,2.56696262231198e-01
7.43743743743744e-01,2.55701230087458e-01
7.44744744744745e-01,2.54706138946081e-01
7.45745745745746e-01,2.53710989394690e-01
7.46746746746747e-01,2.52715782015051e-01
7.47747747747748e-01,2.51720517383139e-01
7.48748748748749e-01,2.50725196069191e-01
7.49749749749750e-01,2.49729818637764e-01
7.50750750750751e-01,2.48734385647793e-01
7.51751751751752e-01,2.47738897652644e-01
7.52752752752753e-01,2.46743355200175e-01
7.53753753753754e-01,2.45747758832784e-01
7.54754754754755e-01,2.44752109087467e-01
7.55755755755756e-01,2.43756406495873e-01
7.56756756756757e-01,2.42760651584354e-01
7.57757757757758e-01,2.41764844874022e-01
7.58758758758759e-01,2.40768986880797e-01
7.59759759759760e-01,2.39773078115459e-01
7.60760760760761e-01,2.38777119083703e-01
7.61761761761762e-01,2.37781110286187e-01
7.62762762762763e-01,2.36785052218581e-01
7.63763763763764e-01,2.35788945371620e-01
7.64764764764765e-01,2.34792790231148e-01
7.65765765765766e-01,2.33796587278174e-01
7.66766766766767e-01,2.32800336988913e-01
7.67767767767768e-01,2.31804039834839e-01
7.68768768768769e-01,2.30807696282729e-01
7.69769769769770e-01,2.29811306794710e-01
7.70770770770771e-01,2.28814871828308e-01
7.71771771771772e-01,2.27818391836491e-01
7.72772772772773e-01,2.26821867267716e-01
7.73773773773774e-01,2.25825298565972e-01
7.74774774774775e-01,2.24828686170827e-01
7.75775775775776e-01,2.23832030517472e-01
7.76776776776777e-01,2.22835332036760e-01
7.77777777777778e-01,2.21838591155256e-01
7.78778778778779e-01,2.20841808295275e-01
7.79779779779780e-01,2.19844983874925e-01
7.80780780780781e-01,2.18848118308152e-01
7.81781781781782e-01,2.17851212004776e-01
7.82782782782783e-01,2.16854265370538e-01
7.83783783783784e-01,2.15857278807136e-01
7.84784784784785e-01,2.14860252712267e-01
7.85785785785786e-01,2.13863187479668e-01
7.86786786786787e-01,2.12866083499153e-01
7.87787787787788e-01,2.11868941156655e-01
7.88788788788789e-01,2.10871760834263e-01
7.89789789789790e-01,2.09874542910258e-01
7.90790790790791e-01,2.08877287759156e-01
7.91791791791792e-01,2.07879995751741e-01
7.92792792792793e-01,2.06882667255105e-01
7.93793793793794e-01,2.05885302632685e-01
7.94794794794795e-01,2.04887902244294e-01
7.95795795795796e-01,2.03890466446165e-01
7.96796796796797e-01,2.02892995590982e-01
7.97797797797798e-01,2.01895490027916e-01
7.98798798798799e-01,2.00897950102659e-01
7.99799799799800e-01,1.99900376157462e-01
8.00800800800801e-01,1.98902768531166e-01
8.01801801801802e-01,1.97905127559238e-01
8.02802802802803e-01,1.96907453573802e-01
8.03803803803804e-01,1.95909746903676e-01
8.04804804804805e-01,1.94912007874401e-01
8.05805805805806e-01,1.93914236808277e-01
8.06806806806807e-01,1.92916434024394e-01
8.07807807807808e-01,1.91918599838663e-01
8.08808808808809e-01,1.90920734563848e-01
8.09809809809810e-01,1.89922838509600e-01
8.10810810810811e-01,1.88924911982484e-01
8.11811811811812e-01,1.87926955286011e-01
8.12812812812813e-01,1.86928968720672e-01
8.13813813813814e-01,1.85930952583962e-01
8.14814814814815e-01,1.84932907170415e-01
8.15815815815816e-01,1.83934832771629e-01
8.16816816816817e-01,1.82936729676301e-01
8.17817817817818e-01,1.81938598170249e-01
8.18818818818819e-01,1.80940438536448e-01
8.19819819819820e-01,1.79942251055051e-01
8.20820820820821e-01,1.78944036003422e-01
8.21821821821822e-01,1.77945793656164e-01
8.22822822822823e-01,1.76947524285142e-01
8.23823823823824e-01,1.75949228159516e-01
8.24824824824825e-01,1.74950905545764e-01
8.25825825825826e-01,1.73952556707709e-01
8.26826826826827e-01,1.72954181906547e-01
8.27827827827828e-01,1.71955781400873e-01
8.28828828828829e-01,1.70957355446705e-01
8.29829829829830e-01,1.69958904297513e-01
8.30830830830831e-01,1.68960428204242e-01
8.31831831831832e-01,1.67961927415335e-01
8.32832832832833e-01,1.66963402176764e-01
8.33833833833834e-01,1.65964852732049e-01
8.34834834834835e-01,1.64966279322284e-01
8.35835835835836e-01,1.63967682186165e-01
8.36836836836837e-01,1.62969061560006e-01
8.37837837837838e-01,1.61970417677771e-01
8.38838838838839e-01,1.60971750771092e-01
8.39839839839840e-01,1.59973061069295e-01
8.40840840840841e-01,1.58974348799419e-01
8.41841841841842e-01,1.57975614186246e-01
8.42842842842843e-01,1.56976857452315e-01
8.43843843843844e-01,1.55978078817952e-01
8.44844844844845e-01,1.54979278501287e-01
8.45845845845846e-01,1.53980456718276e-01
8.46846846846847e-01,1.52981613682726e-01
8.47847847847848e-01,1.51982749606315e-01
8.48848848848849e-01,1.50983864698611e-01
8.49849849849850e-01,1.49984959167095e-01
8.50850850850851e-01,1.48986033217181e-01
8.51851851851852e-01,1.47987087052239e-01
8.52852852852853e-01,1.46988120873612e-01
8.53853853853854e-01,1.45989134880638e-01
8.54854854854855e-01,1.44990129270669e-01
8.55855855855856e-01,1.43991104239091e-01
8.56856856856857e-01,1.42992059979346e-01
8.57857857857858e-01,1.41992996682948e-01
8.58858858858859e-01,1.40993914539503e-01
8.59859859859860e-01,1.39994813736729e-01
8.60860860860861e-01,1.38995694460475e-01
8.61861861861862e-01,1.37996556894737e-01
8.62862862862863e-01,1.36997401221681e-01
8.63863863863864e-01,1.35998227621656e-01
8.64864864864865e-01,1.34999036273217e-01
8.65865865865866e-01,1.33999827353140e-01
8.66866866866867e-01,1.33000601036439e-01
8.67867867867868e-01,1.32001357496385e-01
8.68868868868869e-01,1.31002096904525e-01
8.69869869869870e-01,1.30002819430696e-01
8.70870870870871e-01,1.29003525243044e-01
8.71871871871872e-01,1.28004214508040e-01
8.72872872872873e-01,1.27004887390496e-01
8.73873873873874e-01,1.26005544053584e-01
8.74874874874875e-01,1.25006184658851e-01
8.75875875875876e-01,1.24006809366232e-01
8.76876876876877e-01,1.23007418334073e-01
8.77877877877878e-01,1.22008011719140e-01
8.78878878878879e-01,1.21008589676640e-01
8.79879879879880e-01,1.20009152360231e-01
8.80880880880881e-01,1.19009699922043e-01
8.81881881881882e-01,1.18010232512691e-01
8.82882882882883e-01,1.17010750281287e-01
8.83883883883884e-01,1.16011253375462e-01
8.84884884884885e-01,1.15011741941372e-01
8.85885885885886e-01,1.14012216123722e-01
8.86886886886887e-01,1.13012676065771e-01
8.87887887887888e-01,1.12013121909356e-01
8.88888888888889e-01,1.11013553794897e-01
8.89889889889890e-01,1.10013971861417e-01
8.90890890890891e-01,1.09014376246556e-01
8.91891891891892e-01,1.08014767086581e-01
8.92892892892893e-01,1.07015144516402e-01
8.93893893893894e-01,1.06015508669585e-01
8.94894894894895e-01,1.05015859678368e-01
8.95895895895896e-01,1.04016197673669e-01
8.96896896896897e-01,1.03016522785104e-01
8.97897897897898e-01,1.02016835140997e-01
8.98898898898899e-01,1.01017134868394e-01
8.99899899899900e-01,1.00017422093076e-01
9.00900900900901e-01,9.90176969395704e-02
9.01901901901902e-01,9.80179595311658e-02
9.02902902902903e-01,9.70182099899216e-02
9.03903903903904e-01,9.60184484366817e-02
9.04904904904905e-01,9.50186749910865e-02
9.05905905905906e-01,9.40188897715849e-02
9.06906906906907e-01,9.30190928954459e-02
9.07907907907908e-01,9.20192844787704e-02
9.08908908908909e-01,9.10194646365032e-02
9.09909909909910e-01,9.00196334824438e-02
9.10910910910911e-01,8.90197911292587e-02
9.11911911911912e-01,8.80199376884920e-02
9.12912912912913e-01,8.70200732705768e-02
9.13913913913914e-01,8.60201979848465e-02
9.14914914914915e-01,8.50203119395452e-02
9.15915915915916e-01,8.40204152418392e-02
9.16916916916917e-01,8.30205079978272e-02
9.17917917917918e-01,8.20205903125512e-02
9.18918918918919e-01,8.10206622900070e-02
9.19919919919920e-01,8.00207240331545e-02
9.20920920920921e-01,7.90207756439284e-02
9.21921921921922e-01,7.80208172232477e-02
9.22922922922923e-01,7.70208488710268e-02
9.23923923923924e-01,7.60208706861842e-02
9.24924924924925e-01,7.50208827666536e-02
9.25925925925926e-01,7.40208852093935e-02
9.26926926926927e-01,7.30208781103962e-02
9.27927927927928e-01,7.20208615646983e-02
9.28928928928929e-01,7.10208356663896e-02
9.29929929929930e-01,7.00208005086226e-02
9.30930930930931e-01,6.90207561836226e-02
9.31931931931932e-01,6.80207027826957e-02
9.32932932932933e-01,6.70206403962389e-02
9.33933933933934e-01,6.60205691137487e-02
9.34934934934935e-01,6.50204890238304e-02
9.35935935935936e-01,6.40204002142066e-02
9.36936936936937e-01,6.30203027717263e-02
9.37937937937938e-01,6.20201967823732e-02
9.38938938938939e-01,6.10200823312748e-02
9.39939939939940e-01,6.00199595027111e-02
9.40940940940941e-01,5.90198283801220e-02
9.41941941941942e-01,5.80196890461167e-02
9.42942942942943e-01,5.70195415824815e-02
9.43943943943944e-01,5.60193860701880e-02
9.44944944944945e-01,5.50192225894018e-02
9.45945945945946e-01,5.40190512194896e-02
9.46946946946947e-01,5.30188720390275e-02
9.47947947947948e-01,5.20186851258093e-02
9.48948948948949e-01,5.10184905568538e-02
9.49949949949950e-01,5.00182884084128e-02
9.50950950950951e-01,4.90180787559786e-02
9.51951951951952e-01,4.80178616742914e-02
9.52952952952953e-01,4.70176372373473e-02
9.53953953953954e-01,4.60174055184049e-02
9.54954954954955e-01,4.50171665899938e-02
9.55955955955956e-01,4.40169205239207e-02
9.56956956956957e-01,4.30166673912774e-02
9.57957957957958e-01,4.20164072624473e-02
9.58958958958959e-01,4.10161402071129e-02
9.59959959959960e-01,4.00158662942631e-02
9.60960960960961e-01,3.90155855921989e-02
9.61961961961962e-01,3.80152981685416e-02
9.62962962962963e-01,3.70150040902386e-02
9.63963963963964e-01,3.60147034235708e-02
9.64964964964965e-01,3.50143962341590e-02
9.65965965965966e-01,3.40140825869699e-02
9.66966966966967e-01,3.30137625463236e-02
9.67967967967968e-01,3.20134361758994e-02
9.68968968968969e-01,3.10131035387423e-02
9.69969969969970e-01,3.00127646972696e-02
9.70970970970971e-01,2.90124197132768e-02
9.71971971971972e-01,2.80120686479437e-02
9.72972972972973e-01,2.70117115618409e-02
9.73973973973974e-01,2.60113485149358e-02
9.74974974974975e-01,2.50109795665985e-02
9.75975975975976e-01,2.40106047756077e-02
9.76976976976977e-01,2.30102242001566e-02
9.77977977977978e-01,2.20098378978589e-02
9.78978978978979e-01,2.10094459257545e-02
9.79979979979980e-01,2.00090483403150e-02
9.80980980980981e-01,1.90086451974497e-02
9.81981981981982e-01,1.80082365525110e-02
9.82982982982983e-01,1.70078224603000e-02
9.83983983983984e-01,1.60074029750717e-02
9.84984984984985e-01,1.50069781505414e-02
9.85985985985986e-01,1.40065480398886e-02
9.86986986986987e-01,1.30061126957637e-02
9.87987987987988e-01,1.20056721702924e-02
9.88988988988989e-01,1.10052265150811e-02
9.89989989989990e-01,1.00047757812228e-02
9.90990990990991e-01,9.00432001930104e-03
9.91991991991992e-01,8.00385927939567e-03
9.92992992992993e-01,7.00339361108781e-03
9.93993993993994e-01,6.00292306346473e-03
9.94994994994995e-01,5.00244768512480e-03
9.95995995995996e-01,4.00196752418230e-03
9.96996996996997e-01,3.00148262827234e-03
9.97997997997998e-01,2.00099304455545e-03
9.98998998998999e-01,1.00049881972275e-03
1.00000000000000e+00,5.88857304931190e-18
